"26509",,,,,,"3982","aa","","2023-01-30 02:11:29","2023-01-22","","1 fragment of amphora with a dipinto, painted with black ink. Only one letter (?) preserved","L 3.1; W 3.8; th. 0.55 ","","","clay; black ink","LRA1","2024-07-19 08:36:04","dipinto on amphora","BE23-156/012/001","","","fragmentary","","1","","","found during pot-wash","","Geerts, R.","","","","7,1"
"1471","BE","9","54","15","016","22","P","","","2009_02_02","","liczne gałązki suchorośli pustynnych, są też trzciny, nieliczne kawałki drewna, które udało się określić to tamaryszek Tamarix sp., reszta zbyt silnie spróchniała (prawdopodobnie też tamaryszek)","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","130"
"1472","BE","9","54","17","018","24","P","","","2009_02_03","","trzcina, niestety nie mogę określić gatunku, liczne kawałki cedra Cedrus atlantica ssp.libani wszystkie silnie spróchniałe tylko 1 kawałek zdrowy – dużo ciemniejszy, może bejcowany?","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","48"
"1473","BE","9","54","18","021","27","P","","","2009_02_03","","","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","18"
"1474","BE","9","54","999","022","28","P","","","2009_02_04","","trzcina Arundo donax, kawałki drewna tamaryszka Tamarix sp.","","","","wood","","2011-01-12","collective","","","","","","","","","Loc. 019 = PB 022=999","","Zieliński, J.","","","","41"
"1475","BE","9","54","20","034","39","P","","","2009_02_07","","drewno akacji Acacia sp., grudka mułu lub drobnoziarnistego piasku","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","8"
"1476","BE","9","54","999","028","33","P","","","2009_02_05","","","","","","wood","","2011-01-12","collective","","","","","","","","","loc. 022 = PB 028=999","","Zieliński, J.","","","","9"
"1477","BE","9","54","24","030","35","P","","","2009_02_05","","cedr Cedrus atlantica ssp. libani","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","5"
"1478","BE","9","54","25","031","36","P","","","2009_02_07","","prawdopodobnie cedr Cedrus atlantica ssp. libani, ale bardzo silnie zasolony","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","15"
"1479","BE","9","54","26","032","37","P","","","2009_02_07","","drewno prawdopodobnie cedru Cedrus atlantica ssp. libani, ale bardzo zniszczony i zasolony dlatego nie widać dobrze struktury drewna","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","12"
"1480","BE","9","54","28","033","38","P","","","2009_02_07","","prawdopodobnie cedr Cedrus atlantica ssp. libani, ale bardzo silnie zasolony","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","9"
"1481","BE","9","54","999","036","41","P","","","2009_02_08","","łupina nasienna Balanites aegyptica; kawałki ogonków liściowych palmy, kawałki drewna cedra Cedrus atlantica ssp. libani i tamaryszka Tamarix sp.","","","","wood","","2011-01-12","collective","","","","","","","","","loc.029 = PB 036=999","","Zieliński, J.","","","","272"
"1482","BE","9","54","999","037","42","P","","","2009_02_09","","","","","","wood","","2011-01-12","collective","","","","","","","","","loc.029 = PB 037=999","","Zieliński, J.","","","","133"
"1483","BE","9","55","1","001","43","P","","","2009_01_27","","cedr Cedrus atlantica ssp. libani bardzo silnie spróchniały","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","3"
"1484","BE","9","55","2","002","44","P","","","2009_01_27","","jeden kawałek sosny Pinus pinia, większość kawałków drewna to cedr Cedrus atlantica ssp. libani, choć przy 2 kawałkach nie mam pewności, 2 kawałki niezidentyfikowane","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","9"
"1485","BE","9","55","3","009","51","P","","","2009_01_29","","pakuły (prawdopodobnie rozwłóknione liście palmy i trzciny, włókno lniane oraz drobne trociny), kawałki drewna tamaryszka Tamarix sp., i Boswelia sp.","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","116"
"1486","BE","9","55","3","011","53","P","","","2009_01_30","","częściowo rozwłókniony kawałek ogonka liściowego palmy, kawałki drena cedr Cedrus atlantica ssp. libani","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","60"
"1487","BE","9","55","6","008","50","P","","","2009_01_29","","trzcina","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","3"
"1488","BE","9","55","7","007","49","P","","","2009_01_29","","prawdopodobnie cedr Cedrus atlantica ssp. libani, ale bardzo silnie spróchniały, rozwłóknione liście palmy","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","23"
"1489","BE","9","55","7","014","56","P","","","2009_01_31","","cedr Cedrus atlantica ssp. libani, trzcina","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","5"
"1490","BE","9","55","9","012","54","P","","","2009_01_30","","","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","1"
"1491","BE","9","55","10","017","59","P","","","2009_02_02","","","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","9"
"1492","BE","9","55","12","019","61","P","","","2009_02_02","","cedr Cedrus atlantica ssp. libani","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","22"
"1493","BE","9","55","13","022","63","P","","","2009_02_03","","","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","1"
"1494","BE","9","55","19","027","68","P","","","2009_02_04","","cedr Cedrus atlantica ssp. libani","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","3"
"1495","BE","9","55","22","034","75","P","","","2009_02_05","","fragment gałązki tamaryszka Tamarix sp.","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","4"
"1496","BE","9","55","999","021","62","P","","","2009_02_01","","kawałki drewna cedra Cedrus atlantica ssp. libani i tamaryszka Tamarix sp., trzcina","","","","wood","","2011-01-12","collective","","","","","","","","","baulk trim","","Zieliński, J.","","","","4"
"1497","BE","9","56","1","001","86","P","","","2009_01_28","","drewno cedr Cedrus atlantica ssp. libani, tamaryszek Tamarix sp., akacja Acacia sp., gałązki suchorośli pustynnych, trzcina","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","174"
"1498","BE","9","57","999","020","107","P","","","2009_02_05","","","","","","wood","","2011-01-12","collective","","","","","","","","","baulk clean context 005, PB 020","","Zieliński, J.","","","","590"
"1499","BE","9","57","999","021","108","P","","","2009_02_05","","","","","","wood","","2011-01-12","collective","","","","","","","","","baulk","","Zieliński, J.","","","","51"
"1500","BE","9","57","1","001","88","P","","","2009_01_28","","głównie cedr Cedrus atlantica ssp. libani, też: Boswelia sp. (prawdopodobnie B. carteri), pojedyncze gałązki tamaryszka Tamarix sp. ","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","810"
"1501","BE","9","57","1","002","89","P","","","2009_01_29","","głównie cedr Cedrus atlantica ssp.libani, też: tamaryszek Tamarix sp., patyczki suchorośli pustynnych, trawy w tym sorgo Sorghum bbicolor, trzcina Phragmites australis","","","","wood","","2011-01-12","collective","","","","","","","","","","","","","","","220"
"1502","BE","9","57","1","003","90","pp","1. 0575-Q-014; 2. 0576-Q-015","","2009_01_29","","1. stick, worked sides, ends cut off;2. waste wood, cuts","1. L. 9.2; Dia. 1-1.4;2. 4.5 x 2.3; H.4.6","Zych, I.","","wood","drewno cedru Cedrus atlantica ssp. libani (oba kawałki)","2013-02-28 17:48:26","worked (collective)","BE09-57/001/341 (1)","Zych, I.","BE09-57_001_PB003_wood worked_c.JPG","good","","3","","","stick given number for catalogue","","Zych, I.; wood identification Zieliński, J.","","","","340"
"1503","BE","9","57","1","004","91","P","","","2009_01_29","","","","","","wood","","2011-03-08 07:12:22","wood (collective)","","","","","","","","","","","Zieliński, J.","","","","180"
"1504","BE","9","57","1","005","92","P","","","2009_01_30","","","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","809"
"1505","BE","9","57","1","006","93","P","","","2009_01_31","","","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","355"
"1506","BE","9","57","1","007","94","P","","","2009_01_31","","3 kawałki drewna niezidentyfikowane, drewno cedru Cedrus atlantica ssp. libani (oba kawałki)","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","1050"
"1507","BE","9","57","1","008","95","P","","","2009_02_01","","","","","","wood","bamboo","2011-01-12","collective","","","","","","","","","","","","","","","5"
"1508","BE","9","57","1","008","95","P","","","2009_02_01","","SIECZKA, kawałki trzciny (pradopodobnie Aruno donax), fragmenty liści traw, różne kawałki drewna, w tym dominują gałązki tamaryszka Tamarix sp., są też gałązki jałowca Juniperus sp. i strużyny drewna cedrowego Cedru atlantica ssp. libani, licznych kawałków drewna nie udało się zidentyfikować; drewno cedr Cedrus atlantica ssp. libani, tamaryszek Tamarix sp., akacja Acacia sp., gałązki suchorośli pustynnych, trzcina; drewno cedru Cedrus atlantica ssp. libani (to wygląda jak strużyna z obróbki ciesielskiej)","","","","wood","","2011-01-12","collective","","","","","","","","","","","","","","","850"
"1509","BE","9","57","1","009","96","P","","","2009_02_01","","","","","","wood","","2011-01-12","collective","","","","","","","","","","","","","","","285"
"1510","BE","9","57","1","014","101","P","","","2009_02_02","","","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","205"
"1511","BE","9","57","2","010","97","P","","","2009_02_01","","drewno cedr Cedrus atlantica ssp. libani, tamaryszek Tamarix sp., akacja Acacia sp., gałązki suchorośli pustynnych, trzcina","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","15"
"1512","BE","9","57","3","011","98","P","","","2009_02_01","","","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","425"
"1513","BE","9","57","3","012","99","P","","","2009_02_02","","drewno cedru Cedrus atlantica ssp. libani","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","1470"
"1514","BE","9","57","4","013","100","P","","","2009_02_02","","","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","247"
"1515","BE","9","57","6","015","102","P","","","2009_02_02","","","","","","wood","","2011-01-12","collective","","","","","","","","","","","","","","","710"
"1516","BE","9","57","7","016","103","P","","","2009_02_03","","","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","2880"
"1517","BE","9","57","7","017","104","P","","","2009_02_04","","","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","1110"
"1518","BE","9","57","8","018","105","P","","","2009_02_04","","Ogonki liściowe palmy, trochę trzciny Phragmites australis, sznurek lniany, w reklamówce przeważają odpady drewna cedrowego Cedru atlantica ssp. libani, także kawałek cibory papirusowej Cyperus papyrus, fragmenty płótna lnianego","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","3270"
"1519","BE","9","57","8","019","106","P","","","2009_02_05","","Łuski wspierające szyszki sosny pinii Pinus pinia, fragment łupiny owocu palmy dum Hyphaeane thybetica, łuski nasienne kasztana jadalnego Castanea sativa, fragmenty łupin orzecha laskowego Corylus avellana, łupiny orzechów pistacji Pistacia vera, nasiona oliwki Olea europaea, owoce Ziziphus spina-christi, nasiono Heijlej, niezidentyfikowane owoce suchorośli pustynnych (2 szt.) niezidetyfikowane nasiono przypominające perseję Mimusops schimperi. SPRAWDZIĆ Głównie strużyny drewna cedrowego Cedrus atlantica ssp. libani, jakby odpady szkutnicze lub stolarskie, w strunowce przewaga trzciny","","","","wood","","2011-01-12","collective","","","","","","","","","","","Zieliński, J.","","","","3900"
"1520","BE","9","54","11","012","17","P & H","","","2009_01_31","","pieces of a hard material, as if petrified with perfect impressions of a woody/mat texture crossing like a mat. Individual strands 2.1 cm wide","","","","?","","2011-03-07 17:08:38","wood/mat impression(?)","BE09-54/011/001","Zych, I.","BE09-54_011_001a,b,c,d and e,f,g.JPG","broken pieces","","several","","","","","Zych, I.","","","","bag"
"1521","BE","9","54","5","006","11","pp","","","2009_01_29","","wedge","","","","wood","","2011-03-06 21:32:29","wedge","","","","","","","","","","","Zieliński, J.","","","","135?"
"1522","BE","9","57","3","011","98","P or K","","","2009_02_01","","","","","","wood or hair","","2011-01-12","collective","","","","","","bag","","","","","","","","",""
"1523","BE","9","54","5","005","10","pp","","","2009_01_28","","","","","","wood","","2011-03-08 07:28:59","worked (collective)","","","","","","","","","","","Zieliński, J.","","","","3"
"1524","BE","9","54","5","023","29","pp","","","2009_02_04","","","","","","wood","","2011-03-08 07:27:02","worked (collective)","","","","","","","","","","","Zieliński, J.","","","","81"
"1525","BE","9","54","14","015","21","pp","0574-Q-013","","2009_02_01","","Plaque of trapezoid shape, tapering toward one end, drops of franckinsence on surface.","L. 5.3; W. 2.8; Th. 0.4 cm","Zych, I.; inking Woźniak, M.","","wood","Boswellia sp, cut along length of plaque","2011-03-07 17:52","worked","BE09-54/014/002","Zych, I.","BE09-54_014_002_a_DSC_0935.JPG","Wider end apparently damaged, surfaces damaged but the edges sharply cut","","","","","","","Zych, I.; wood identification Zieliński, J.","","","","1"
